rec_id,ssn,first_name,middle_name,last_name,gender,current_age,birth_date,street_address,suburb,postcode,state,phone,email,education,occupation,salary,credit_card_number,years_of_experience,employment_timestamp
R55766493,c153756964,sheila,hernandez,covington,f,43,23/9/1977, 72  the  ridgeway  bigdam , the  ridgeway ,2620,nsw,,covington93@yahoo.com,certificate-i,other-clerical-worker,-9999, 2266  6196  3731  1246 ,21,2017-08-11t07:24+00:00
R25615440,c162154405,danny,t,harrell,f,24,19/7/1996, 15  marathon  drive  glyn , mount  eliza ,3930,vic, 03  4465  5374 ,harrell.danny@hotmail.com,certificate-iv,construction-worker,-9999, 1511  7638  3693  1857 ,5,2020-02-23t21:18+00:00
R89001876,b110898067,lavonda,lanier,oskin,f,24,14/9/1996, 61  karalta  road  villa  228 ,erina,2250,nsw, 02  3163  0387 ,pcftihjgrd@yahoo.com,senior-secondary-school,machinary-driver,17483, 1896  1193  3096  5220 ,5,2020-04-03t23:44+00:00
R78544565,h147555486,geraldine,ruth,reid,f,60,9/9/1960, 40  marcus  clarke  street  canberra  hse , canberra  city ,2601,act, 02  7656  9687 ,reid.geraldine@mail.com.au,senior-secondary-school,farm-worker,-9999, 8110  8540  8029  5406 ,40,2019-04-13t23:59+00:00
R13565495,h143555961,john,joseph,andreu,m,69,20/2/1951, 64  smith  street  manolas  bldg ,darwin,0800,nt, 08  9279  7313 ,john57@yahoo.com,certificate-iii,ict-technician,140856, 4864  7104  6608  1321 ,50,2020-01-11t21:50+00:00
R72953707,d193727750,clarence,e,spencer,m,32,8/10/1988, 1  dam  road  tinaroo  falls ,kairi,4872,qld,,spencer69@hotmail.com,bachelor-degree,other-technician,94147, 0261  5400  9012  2128 ,11,2018-09-20t06:22+00:00
R38817227,e182183277,beverly,bentley,millice,f,20,23/1/1997, 195  gillespie  road  norren  vale ,tynong,3813,vic, 03  5182  8418 ,millice.beverly@hotmail.com,certificate-iii,automotive-worker,, 3135  7525  7375  3578 ,4,2017-09-08T15:24+00:00
R89922461,g192268491,jason,smith,long,m,36,24/8/1984, 757  boyer  road  bundella ,dromedary,7030,tas, 03  1130  3371 ,long.jason@mail.com,graduate-diploma,ict-professional,, 8085  7342  4166  0475 ,14,2017-06-27t01:13+00:00
R47074691,f117404679,rachel,,earl,f,6,7/3/2014, 169  seventeen  mile  rocks  road  canossa  nursing  home ,oxley,4075,qld, 07  4458  6114 ,earl55@yahoo.com,primary-school,n/a,0,n/a,0,2020-07-18t11:52+00:00
R77479160,d161047977,douglas,william,faistl,m,54,15/12/1966, 914  kentish  west  road  greenslopes ,sheffield,7306,tas,,faistl.douglas@aol.com,certificate-i,personal-assistant,37319, 2758  7324  3487  3144 ,35,2020-07-17t15:58+00:00
R49651411,g111951464,jack,cody,sawyer,m,51,29/12/1969, 8  st  pauls  road  killarney  cottage ,sorrento,3943,vic, 03  2152  1024 ,jack24@yahoo.com,certificate-iii,other-worker,80292, 0183  8540  1382  8924 ,32,2020-07-10t05:22+00:00
R23638865,b153882636,juan,latrale,dixon,f,57,7/5/1961, 26  Myrtle  Street ,Werribee,3030,VIC, 03  2707  1088 ,juan7@aol.com,certificate-i,personal-services-worker,68874, 6735  0510  9959  1022 ,40,2018-02-15T18:06+00:00
R94967681,a149698167,deanna,killian,buie,f,43,11/6/1977, 108  william  street  the  mews  royal  hotel  bldg ,bathurst,2795,nsw, 02  6138  1473 ,deanna.buie@aol.com,masters-degree,ict-professional,107703, 6513  7961  4671  1516 ,24,2020-05-26t09:46+00:00
R48000631,i100648013,brett,s,clampitt,m,10,22/6/2006, 17  Koninderie  Parade ,Narara,2250,NSW, 02  5119  9635 ,clampitt46@mail.com.au,secondary-school,n/a,-9999,n/a,0,2016-11-14T14:29+00:00
R89502366,d135869260,joey,c,myers,f,56,8/4/1964, 175  treetops  boulevarde  mountain  view  vlge ,murwillumbah,2484,nsw, 02  0302  3858 ,gnaspflnon@hotmail.com,graduate-diploma,legislator,168105, 4097  1935  5739  8789 ,36,2019-06-05t10:01+00:00
R55662904,a156420596,rachel,busick,barber,f,61,8/7/1959, 3459  ironpot  road  stoneleigh ,ironpot,4610,qld, 07  1101  8566 ,rachel61@gmail.com,graduate-diploma,chief-executive,, 4676  7651  2800  2105 ,42,2020-02-27t02:40+00:00
R31283273,d178223331,william,robert,mitchell,f,27,10/3/1993, 833  ecclestone  road  jadara ,riverside,7250,tas, 03  2057  2695 ,william.mitchell@gmail.com,doctoral-degree,health-professional,, 0460  4094  4209  4357 ,8,2020-07-06t13:49+00:00
R20162463,g124603126,tony,scott,vogel,m,20,2/9/2000, 16  watership  downs  close  villa  2 ,terrigal,2260,nsw, 02  9219  4579 ,oochmsmisi@mail.com,certificate-iii,other-technician,130454, 0537  5207  0572  5849 ,1,2020-03-20t22:18+00:00
R78278286,h188227687,jennifer,elizabeth,downs,f,50,14/4/1970, 68  primley  street  the  house  of  witting ,pullenvale,4069,qld, 07  7231  9279 ,jennifer.downs@gmail.com,diploma,other-technician,-9999, 9524  1892  6152  0145 ,31,2020-01-18t03:37+00:00
R88826530,a152386880,joel,salvatore,knight,m,62,28/11/1958, 43  doubleview  drive  villa  19 ,elanora,4221,qld, 07  1897  1987 ,knight41@hotmail.com,secondary-school,factory-worker,-9999, 0354  4630  5885  1018 ,38,2015-09-26t19:18+00:00
R60309373,d109373360,carlton,calhoun,edgar,f,47,6/4/1973, Taylors  Beach  Road , Taylors  Beach ,4850,QLD, 07  9019  9110 ,,senior-secondary-school,clerks,46039, 4963  9082  1280  1620 ,26,2018-06-20T01:03+00:00
R73964726,e137692674,albert,thomas,khuzkian,f,80,21/10/1940, 285  waratah  street  bayway  village , fullerton  cove ,2318,nsw,,albert50@mail.com,certificate-iv,re-tired,0, 8834  8973  1527  6407 ,45,2020-04-11t04:16+00:00
R69447114,e174496141,ann,benjamin,tillery,f,39,6/12/1981, 65  eyre  street  north  ward  clinic , north  ward ,4810,qld, 07  9479  5619 ,sjrrldqkqj@hotmail.com,masters-degree,education-professional,97368, 7059  2321  5187  6870 ,20,2020-06-23t17:59+00:00
R92319632,h191922336,alex,kay,dodd,f,21,14/1/1997, 7  Banks  Road ,Research,3095,VIC, 03  6311  8049 ,dodd.alex@mail.com.au,secondary-school,farm-worker,, 9206  5533  0016  6524 ,4,2018-11-13T18:21+00:00
R89754583,i148755983,john,nathanieldeway,powell,f,62,5/3/1958, 4  wilkins  street  mawson  court ,mawson,2607,act, 02  3853  5791 ,dsjitqnhaq@aol.com,certificate-iv,other-technician,97781, 4135  0201  9757  7863 ,42,2019-05-11t14:36+00:00
R29679434,e192734496,john,r,braswell,m,26,15/3/1994, 81  tinderbox  road  bracken  hill , blackmans  bay ,7052,tas, 03  5312  8700 ,john54@mail.com,masters-degree,general-manager,137837, 8279  1140  4951  5355 ,6,2019-01-05t16:08+00:00
R36086693,h166330986,ronald,jerl,ayers,f,38,31/8/1982, 29  meadowlake  drive  mountain  view  est ,carrara,4211,qld, 07  0882  6309 ,ayers.ronald@aol.com,senior-secondary-school,clerical-worker,45844, 1485  3697  5081  5896 ,17,2018-08-14t09:36+00:00
R15735702,a151572730,howard,stephan,kamitsuka,f,29,10/7/1991, 9  dwyer  street  mt  carmel  village ,rutherford,2320,nsw, 02  5758  2494 ,howard36@mail.com,bachelor-degree,education-professional,98008, 7824  2013  4268  0111 ,9,2019-02-01t23:36+00:00
R61639905,b166390915,derek,,johnson,m,43,8/9/1973, 2  Canning  Lane , North  Ipswich ,4305,QLD, 07  8119  0959 ,derek.johnson@gmail.com,secondary-school,machinary-driver,, 7266  7417  4449  9377 ,26,2014-02-09T10:52+00:00
R01075467,d174176500,rebecca,,howard,f,73,9/3/1947, 72  Tudor  Street ,Hamilton,2303,NSW, 02  5980  1099 ,lfsmqbolht@hotmail.com,secondary-school,part-time-worker,7828, 8118  3096  7748  5632 ,51,2017-08-13T06:47+00:00
R70612749,d172610749,crystal,burns,smith,f,21,3/10/1999, 94  semmlers  lane  tartan  park ,henty,2658,nsw, 02  2484  5588 ,crystal.smith@aol.com,bachelor-degree,education-professional,, 7819  6515  0370  1243 ,2,2020-03-01t17:51+00:00
R40248369,h164392048,michael,james,tew,m,50,17/11/1970, 9  the  esplanade  bridgeport ,darwin,0800,nt, 08  9153  1509 ,michael.tew@gmail.com,senior-secondary-school,clerks,, 3056  8084  6545  9823 ,31,2020-05-26t14:42+00:00
R33382419,e192183334,marthajane,catherine,bennett,f,21,7/4/1999, 30  cascade  road  st  john's  campus , south  hobart ,7004,tas, 03  6292  1841 ,eclhgdfrfa@aol.com,certificate-ii,personal-services-worker,47987, 5774  9342  3498  2684 ,2,2020-04-14t17:51+00:00
R04979170,a199700714,carlyn,lynette,hildebrand,f,66,13/1/1954, 52  lindhill  avenue  gnby , geilston  bay ,7015,tas, 03  7666  0203 ,hildebrand.carlyn@yahoo.com,senior-secondary-school,other-labourer,-9999, 3097  5055  4627  1490 ,47,2020-05-10t14:08+00:00
R35204158,d145035281,richard,g,miller,f,48,21/7/1972, 1  windmill  road  rum  jungle ,batchelor,0845,nt, 08  7499  1233 ,miller.richard@gmail.com,senior-secondary-school,clerks,41963, 9011  5186  0676  4593 ,29,2020-06-20t05:24+00:00
R09425638,b195362408,leslie,bennett,everett,f,25,3/9/1994, 17  Angelo  Street ,Burwood,2134,NSW,,leslie.herring@aol.com,secondary-school,factory-worker,-9999, 7974  7366  6667  0647 ,2,2014-11-20T24:39+00:00
R35470277,c134770572,monique,brooks,armstead,f,34,2/12/1986, 1  fitzroy  street  gio  building ,tamworth,2340,nsw, 02  4062  8571 ,monique29@mail.com.au,senior-secondary-school,cleaner,15833, 7485  8700  1226  3439 ,14,2019-06-10t24:38+00:00
R62129851,h121186259,daryl,gene,robinson,m,41,22/6/1979, 1  bronzewing  avenue  howard  river  park , howard  springs ,0835,nt, 08  9821  6864 ,daryl.robinson@hotmail.com,certificate-i,other-service-worker,70884, 1655  0878  5936  6924 ,15,2013-12-14t20:39+00:00
R11803596,a113608519,rose,clarke,kintner,f,50,15/7/1968, 6  Buttercup  Close ,Loganlea,4131,QLD, 07  5287  1925 ,kjglhfstma@mail.com,certificate-iii,ict-technician,-9999, 9508  3731  7657  7487 ,32,2017-10-17T05:08+00:00
R05071692,h117900625,matthew,r,ragland,m,61,14/3/1957, 9  Mooney  Court ,Bundaberg,4670,QLD, 07  6377  4513 ,ragland.matthew@mail.com,certificate-iv,other-worker,62169, 4502  8745  6476  5465 ,44,2018-12-01T12:27+00:00
R77398947,i179794387,george,harvey,parker,f,46,4/4/1974, 72  iluka  road  bimbimbi  caravn  park ,woombah,2469,nsw, 02  7238  4035 ,george56@gmail.com,graduate-certificate,manager,102028, 1884  0529  9349  6166 ,27,2020-07-12t16:24+00:00
R52323999,e152293399,alvin,scott,haire,m,40,8/10/1980, 28  alberon  street  wishart  village ,wishart,4122,qld, 07  4993  1716 ,haire.alvin@hotmail.com,bachelor-degree,ict-professional,86573, 1910  5071  2515  2605 ,21,2020-01-11t06:39+00:00
R40021036,b164200013,susan,ann,gourley,f,14,12/12/2006, 118  bullcreek  drive  air  force  memorial  est , bull  creek ,6149,wa, 08  6084  5044 ,susan.gourley@mail.com,secondary-school,n/a,-9999,n/a,0,2020-07-05t23:36+00:00
R46983204,i104946238,edward,delane,tutwiler,m,24,20/6/1996, 10  frank  street  lucaya , coolum  beach ,4573,qld, 07  5916  9720 ,edward36@mail.com,senior-secondary-school,taxi-driver,10636, 5335  2919  3261  4610 ,5,2020-04-05t10:53+00:00
R10366088,f100681683,barbara,suzanne,roberts,f,28,26/12/1992, 169  spooners  lane  owensaccess  street ,frederickton,2440,nsw, 02  8970  6086 ,barbara.roberts@yahoo.com,graduate-certificate,ict-professional,107056, 2562  5070  7954  6036 ,9,2020-04-27t04:39+00:00
R01618347,b101461873,arzie,randal,woolard,f,23,17/2/1997, 98  wingello  road  wingello  state  forest ,penrose,2579,nsw, 02  9959  5808 ,osenbqecch@gmail.com,certificate-ii,other-worker,93262, 8012  1853  9333  9277 ,4,2020-01-10t08:05+00:00
R93545375,f154935735,mary,jean,goelz,f,30,25/12/1990, 5  tiwi  gardens  road  tiwi  professional  suites ,tiwi,0810,nt, 08  0371  5898 ,goelz.mary@yahoo.com,senior-secondary-school,taxi-driver,18029, 9850  7138  2936  2711 ,11,2020-06-25t21:55+00:00
R47485043,g175304448,tracey,danielle,harvey,f,81,23/10/1939, 61  judbooley  parade  oaklands  vlge ,windang,2528,nsw, 02  2906  4241 ,tracey.harvey@hotmail.com,advance-diploma,re-tired,-9999, 0350  5478  1520  5914 ,45,2019-04-03t13:17+00:00
R68907686,h197866608,ronald,martin,schoenberger,m,12,12/12/2008, 31  naylor  road  maple  leaf  ranch , burra  creek ,2620,nsw, 02  8599  6353 ,ronald.schoenberger@gmail.com,secondary-school,n/a,0,n/a,0,2020-01-17t19:36+00:00
R37221442,d143212742,christina,marie,marsh,f,38,7/10/1982, 1  ra  road  heritage  caravan  park , alice  springs ,0870,nt, 08  2057  2277 ,christina.marsh@gmail.com,certificate-iv,other-technician,94255, 1266  3238  8182  0813 ,9,2010-12-10t14:09+00:00
R84075397,f137904587,scott,james,edwards,m,54,26/10/1966,Clifton,Ubobo,4680,QLD, 07  7625  7303 ,kspolmcmhn@yahoo.com,certificate-iv,construction-worker,64874, 1714  0257  6673  0021 ,34,2019-07-02T02:31+00:00
R57521307,d103271575,james,f,burke,m,47,27/11/1973, 6  ketch  place  noosa  wtrs ,noosaville,4566,qld, 07  4869  1920 ,burke46@mail.com.au,graduate-certificate,manager,129825, 1263  7755  9050  4912 ,28,2020-05-02t18:49+00:00
R22203633,b133230622,michelle,joanna,tilley,f,13,29/9/2007, 230  anne  findlay  place  reynolds  court , bateau  bay ,2261,nsw, 02  5127  5913 ,tilley.michelle@mail.com,secondary-school,n/a,-9999,n/a,0,2020-03-04t13:04+00:00
R69033424,g190346423,anthony,glenn,byrnes,f,27,20/1/1993, 10  duke  street  kurrawong ,roma,4455,qld, 07  0585  2424 ,anthony14@hotmail.com,diploma,other-technician,72625, 9692  3009  6184  9616 ,8,2020-01-17t13:11+00:00
R09369387,c199330687,michael,ryan,graham,f,56,29/4/1964, 650  maidens  brush  road  henry  kendall  vlge ,wyoming,2250,nsw, 02  9669  5666 ,michael91@aol.com,diploma,engineering-worker,, 5302  2236  3773  6603 ,35,2018-01-18t12:45+00:00
R66617356,e156661367,leon,lee,hatcher,f,52,3/2/1968, 15  castle  road  landfall ,warrandyte,3113,vic, 03  5215  7631 ,hatcher11@hotmail.com,secondary-school,factory-worker,16108, 3686  1527  0049  4234 ,33,2020-06-14t12:50+00:00
R60283279,h106972823,christopher,wallace,swanson,f,52,16/11/1968, 42  mount  vernon  drive  gleneagles  estate ,kambah,2902,act, 02  2993  8011 ,swanson.christopher@aol.com,certificate-ii,carer,31518, 4544  1697  3142  7157 ,28,2015-10-22t02:20+00:00
R96459045,f159046549,lytoa,jovetta,elmendorf,f,27,14/9/1993, 60  bullcreek  drive  air  force  memorial  est , bull  creek ,6149,wa, 08  2850  4540 ,lytoa85@gmail.com,certificate-i,health-support-worker,-9999, 0129  5061  9419  0285 ,8,2020-05-18t01:30+00:00
R35146609,h154136960,joseph,tyler,gibbons,f,20,28/12/2000, 21  riverside  drive  king  ash  bay ,borroloola,0854,nt, 08  9366  6249 ,joseph.gibbons@mail.com.au,diploma,ict-technician,, 2230  4505  5897  8983 ,1,2020-03-27t14:10+00:00
R53938022,a125233890,robert,r,owen,f,66,23/8/1954, 7  Dunstan  Street ,Wodonga,3690,VIC, 03  5660  0932 ,robert.boyette@mail.com.au,secondary-school,un-employed,, 3602  2359  7093  7562 ,39,2012-10-11T09:29+00:00
R03104515,e145513001,jared,wayne,rawal,m,28,25/2/1992, 4  yarradale  road  apt  2 ,toorak,3142,vic, 03  7156  0104 ,jared.rawal@hotmail.com,senior-secondary-school,clerical-worker,-9999, 2488  2993  6238  3977 ,9,2020-05-07t11:28+00:00
R78382928,f183798228,michael,darnell,hunter,f,47,14/2/1973, 868  old  calder  highway  keilor  retirement  village ,keilor,3036,vic,,qorqitcpan@mail.com,certificate-i,personal-assistant,39476, 0090  2571  5236  8488 ,26,2018-11-08t02:25+00:00
R79524049,h147420995,felix,warren,johnson,f,62,19/1/1958, 1  condamine  highway  ironbark ,kogan,4406,qld, 07  3145  6318 ,felix.johnson@gmail.com,senior-secondary-school,construction-labourer,15664, 5898  5828  7027  7705 ,43,2020-05-15t24:59+00:00
R19830946,c119690348,susan,sherelle,johnson,f,23,10/6/1994, 28  Canberra  Street ,Mackay,4740,QLD, 07  3264  7235 ,susan.brown@mail.com.au,diploma,other-technician,137044, 9817  5326  9493  4725 ,5,2015-03-22T12:34+00:00
R48251050,d145105082,anna,lane,spruill,f,28,24/1/1992, 74  maud  street  rosetta  village , victor  harbor ,5211,sa, 08  3057  9839 ,spruill14@mail.com,secondary-school,casual-worker,-9999, 9745  3571  4996  3761 ,7,2018-05-06t07:05+00:00
R92479255,d174295952,sandra,lee,allen,f,10,6/12/2010, 9  garton  street  glenelg  surgical  clinic ,hamilton,3300,vic, 03  8419  2391 ,sandra.allen@aol.com,primary-school,n/a,-9999,n/a,0,2020-02-18t07:23+00:00
R69346081,i181463096,ruby,,watson,f,30,28/2/1990, 4  koala  town  drive  riverview  terraces ,coomera,4209,qld, 07  1824  8053 ,seqenjhpag@mail.com,senior-secondary-school,factory-worker,11313, 8861  1741  1935  5683 ,9,2018-09-21t11:21+00:00
R79234155,b145593712,robert,thomas,pollard,m,49,12/2/1971, 27  caloola  crescent  raaf  base ,darwin,0800,nt, 08  1058  4354 ,pollard.robert@gmail.com,certificate-i,secretary,48136, 1911  4736  9495  5660 ,29,2019-04-07t07:15+00:00
R51265585,c128556155,william,t,haynes,f,48,27/7/1972, 37  avoca  drive  broadlands  est , green  point ,2251,nsw, 02  1221  9012 ,william.haynes@yahoo.com,senior-secondary-school,other-clerical-worker,30558, 1573  0367  6536  8025 ,27,2018-09-21t03:50+00:00
R74545060,b175440065,justin,,nelson,f,55,4/10/1962, 190  Corduroy  Road ,Longwarry,3816,VIC, 03  7419  9188 ,justin.nelson@hotmail.com,diploma,automotive-worker,52463, 2433  7016  9382  9408 ,38,2016-05-21T06:07+00:00
R47182714,d147112748,robert,thomas,cassida,f,24,6/10/1996, 7  malonga  drive  malonga  park ,burnie,7320,tas, 03  5412  7598 ,cassida.robert@gmail.com,graduate-diploma,legal-professional,125463, 5256  5562  9219  8922 ,5,2020-06-21t04:52+00:00
R99399518,i135981999,eduardo,e,nottingham,m,30,23/8/1988, 14  Cheong  Street , Alice  Springs ,0870,NT, 08  9783  9985 ,,diploma,engineering-worker,58776, 8799  3085  6602  1979 ,13,2018-07-10T23:20+00:00
R55012171,g115157120,ollie,jane,capps,f,60,28/9/1960, 74  wardoo  street  orchid  square ,ashmore,4214,qld, 07  3239  2871 ,,diploma,other-worker,, 9447  1400  6568  1762 ,41,2020-07-23t18:50+00:00
R41227592,e122729541,james,c,savarese,f,55,19/5/1965, 40  marcus  clarke  street  canberra  house , canberra  city ,2601,act, 02  9588  7649 ,,certificate-iv,engineering-worker,-9999, 8247  8172  2038  9904 ,35,2019-02-15t22:28+00:00
R25498554,f184545925,william,matthew,benjamin,f,43,24/8/1977, 107  ardlie  street  nairn  lodge ,warrnambool,3280,vic, 03  1760  6926 ,william.benjamin@mail.com.au,advance-diploma,other-technician,, 1068  6408  9183  6896 ,23,2019-02-26t01:24+00:00
R33848931,d193348318,enoch,reid,smith,m,57,21/11/1963, 44  pomona  road  yallambee  stables , empire  bay ,2257,nsw, 02  4265  7635 ,smith91@yahoo.com,advance-diploma,education-professional,, 3862  1825  2753  4915 ,14,1996-12-09t09:44+00:00
R82538888,i188288538,joel,mark,young,m,81,8/10/1939, 60  allchurch  avenue  lady  small  haven ,benowa,4217,qld, 07  9191  5506 ,young.joel@aol.com,secondary-school,re-tired,, 4691  0364  6057  1320 ,45,2020-04-05t13:27+00:00
R48587963,a169475883,jerry,ethna,sawyer,f,23,10/6/1997, 136  inglis  street  ballan  hotel ,ballan,3342,vic, 03  7479  9123 ,jerry.sawyer@gmail.com,diploma,ict-technician,121663, 9502  0636  3417  1043 ,4,2020-02-04t08:55+00:00
R88303995,i189385093,ronall,,lane,m,70,6/3/1950, 9999  narrabri  road  palanga ,bingara,2404,nsw, 02  2758  9925 ,lane.ronall@hotmail.com,certificate-iv,ict-technician,114400, 4888  1729  4768  2908 ,51,2020-01-12t10:33+00:00
R94109011,b110991410,erica,phelps,taylor,f,35,28/5/1985, 1  oenpelli  street  community  oenpelli ,oenpelli,0822,nt, 08  7521  2362 ,sdopifqder@mail.com.au,bachelor-degree,other-technician,71748, 8451  9681  0281  6066 ,16,2020-02-04t23:01+00:00
R90985047,g100479985,myles,william,rose,m,44,7/4/1976, 10  russell  street  villa  1 , gosford  east ,2250,nsw, 02  6128  5276 ,rose.myles@gmail.com,advance-diploma,other-technician,140739, 3160  8518  8584  5252 ,22,2017-03-18t14:12+00:00
R50841911,d198101451,william,demark,tunstall,m,72,30/5/1948, 993  centre  road  alliam  park ,moama,2731,nsw, 02  4697  1727 ,ahkqdaappm@gmail.com,advance-diploma,ict-technician,-9999, 3987  7564  1675  8291 ,50,2017-06-22t22:06+00:00
R29593100,h105193920,amanda,olivia,dibble,f,34,28/8/1986, 10  ellen  street  trinity  haven ,lowood,4311,qld, 07  4898  6105 ,rdphenaamf@yahoo.com,graduate-certificate,general-manager,154904, 9846  5291  2173  8131 ,14,2019-09-19t11:28+00:00
R10390713,i103309117,charles,,clyde,m,25,18/3/1995, 258  spring  street  yukana  retirement  village ,toowoomba,4350,qld, 07  8704  1974 ,clyde.charles@hotmail.com,certificate-iv,construction-worker,88345, 2178  6560  8051  7523 ,6,2020-01-21t04:26+00:00
R84290566,a182546069,barbara,lee,owen,f,48,5/2/1972, 175  strickland  crescent  john  james  medcl  centre ,deakin,2600,act, 02  7058  2787 ,barbara23@mail.com,certificate-iv,automotive-worker,-9999, 0214  2950  9623  8776 ,26,2017-04-17t07:44+00:00
R46594385,a148645953,mark,,julian,m,47,6/1/1973, 30  blues  point  road  weatbridge , mcmahons  point ,2060,nsw, 02  2988  7032 ,mark.julian@aol.com,graduate-certificate,legal-professional,130277, 9125  1947  7289  3318 ,24,2016-09-06t20:24+00:00
