rec_id_edu,ssn,first_name_edu,middle_name_edu,last_name_edu,gender_edu,current_age,birth_date_edu,street_address_edu,suburb_edu,postcode_edu,state_edu,phone_edu,email_edu,education,occupation,salary,credit_card_number,years_of_experience,employment_timestamp,rec_id_med,first_name_med,middle_name_med,last_name_med,gender_med,age_at_consultation,birth_date_med,medicare_number,street_address_med,suburb_med,postcode_med,state_med,phone_med,email_med,marital_status,height,weight,bmi,blood_pressure,cholesterol_level,smoking_status,clinical_notes,consultation_timestamp
R98165512,c111655289,tamicka,,roberts,f,57.0,29/8/1963, 53  the  circuit  blackbutwood ,shellharbour,2529.0,nsw,,tamicka.roberts@mail.com,graduate-certificate,general-manager,197691.0, 0937  1227  3699  4132 ,38.0,2020-04-26t05:54+00:00,rec-26869,tamicka,woodard,roberts,f,52.0,29/8/1963, 1503  67947  2  2 , 16  allambie  place  yarraman ,moree,2400.0,nsw, 02  8073  2119 ,,married-de-facto,195.0,99.0,26.035502958579883,81.0,172.0,0.0,pneumonia,2015-01-11t04:55+00:00
R23476734,i137436427,toby,,dancy,m,27.0,7/4/1993, 2  karalta  road  erina  garden ,erina,2250.0,nsw, 02  7212  3119 ,araolesdgo@mail.com,certificate-i,health-support-worker,51214.0, 6238  6537  0262  5186 ,8.0,2020-04-19t22:10+00:00,rec-37297,toby,donald,dancy,m,27.0,7/4/1993, 4952  97631  1  1 , 2  karalta  road  erina  garden ,erina,2250.0,nsw,,,married,190.0,136.0,37.67313019390582,75.0,148.0,0.0,nausea,2020-02-20t03:46+00:00
R94283378,h132398784,victor,t,mchone,f,17.0,6/8/2003, 10  davis  road  glynde  lodge  reti ,glynde,5070.0,sa, 08  3238  7257 ,,senior-secondary-school,casual-worker,0.0, 2538  1371  4025  3259 ,2.0,2020-07-22t16:52+00:00,rec-70668,victor,t,mchone,m,11.0,6/8/2003, 4051  16705  2  3 , 1  barrett  drive  floreat  village , alice  springs ,870.0,nt, 08  7997  4203 ,,,146.0,52.0,24.394820791893416,76.0,64.0,0.0,loose-stool-after-eating.,2014-09-24t13:22+00:00
R98476710,d148019767,ricky,christian,savage,m,59.0,14/5/1961, 284  castle  hill  road  kilvinton  village , castle  hill ,2154.0,nsw, 02  7322  9374 ,savage.ricky@aol.com,certificate-iii,engineering-worker,, 9761  7994  4922  4256 ,40.0,2020-04-21t16:56+00:00,rec-48996,ricky,christian,savage,m,56.0,14/5/1961, 6714  44154  2  2 , 284  castle  hill  road  kilvinton  village , castle  hill ,,nsw,,savage.ricky@aol.com,married,198.0,108.0,27.548209366391184,83.0,153.0,1.0,shortness-of-breath,2017-06-08t09:54+00:00
R44585978,h147585948,joseph,raleigh,adams,f,55.0,9/9/1965, 45  watt  circuit  the  annie , west  lakes  shore ,5020.0,sa, 08  7213  5906 ,sksapisbih@yahoo.com,certificate-iv,other-technician,138656.0, 9583  2096  2639  0665 ,35.0,2019-09-03t16:30+00:00,rec-98672,joseph,raleigh,adams,f,48.0,9/9/1965, 5764  18377  1  1 , 5  west  lane  rotary  village , queens  beach ,4805.0,qld,,sksapisbih@yahoo.com,married-de-facto,199.0,98.0,24.74684982702457,74.0,211.0,1.0,squamous-cell-carcinoma-in-situ-(skin,2013-11-13t19:13+00:00
R44538103,b135414038,benjamin,isaac,belen,f,34.0,18/9/1986, 1  barber  avenue  nepean  private  hospital ,penrith,2750.0,nsw, 02  1426  3353 ,benjamin41@gmail.com,bachelor-degree,other-technician,98314.0, 7708  3468  7360  4566 ,15.0,2020-01-06t01:32+00:00,rec-83912,benjamin,,belen,m,29.0,18/9/1986, 5133  20767  1  2 , 1  barber  avenue  nepean  private  hospital ,penrith,2750.0,nsw, 02  1426  3353 ,benjamin41@gmail.com,married,167.0,79.0,28.326580372189753,74.0,256.0,0.0,drowsiness,2015-06-24t15:01+00:00
R43671800,g164370108,dana,davidson,edelman-munoz,f,29.0,22/6/1991, 110  hoare  street  cairns  west  medical  centre ,manunda,4870.0,qld, 07  4965  0340 ,dana13@mail.com.au,certificate-iii,construction-worker,76849.0, 8789  5210  8944  8502 ,10.0,2020-04-05t10:16+00:00,rec-27039,dana,davidson,edelman-munoz,f,25.0,22/6/1991, 9487  27853  2  3 , 110  hoare  street  cairns  west  medical  centre ,manunda,4870.0,qld, 07  4965  0340 ,dana13@mail.com.au,married,187.0,85.0,24.307243558580453,79.0,187.0,0.0,insomnia,2016-09-17t03:32+00:00
R41226309,g101932246,laura,burns,chance,f,35.0,5/10/1985, 1  ovens  avenue  nursery  rdge , red  cliffs ,3496.0,vic, 03  9259  6485 ,chance62@mail.com.au,diploma,ict-technician,9999.0, 1747  2899  1702  7243 ,16.0,2020-04-02t21:24+00:00,rec-31830,laura,burns,chance,f,33.0,5/10/1985, 9272  81991  1  1 , 1  ovens  avenue  nursery  rdge , red  cliffs ,3496.0,vic,,,married,194.0,125.0,33.21288128387714,77.0,248.0,1.0,bilateral-hand-numbness-and-tingling,2018-11-07t21:44+00:00
R54955225,e125455295,kenneth,joseph,ledbetter,f,16.0,8/8/2004, 50  takalvan  street  takalvan  medical  centre ,bundaberg,4670.0,qld, 07  6709  7521 ,ledbetter.kenneth@mail.com,senior-secondary-school,casual-worker,0.0, 8610  3373  8659  3328 ,3.0,2020-06-21t02:43+00:00,rec-91981,kenneth,joseph,ledbetter,f,12.0,8/8/2004, 6721  60334  1  3 , 1  collie-blue  street  rp  17668234 ,nandowrie,4722.0,qld, 07  5328  7941 ,ledbetter.kenneth@mail.com,,156.0,36.0,14.792899408284022,73.0,119.0,0.0,depressed-mood,2016-10-07t20:57+00:00
R32106378,f116237308,darryl,marion,parris,f,64.0,4/2/1956, 830  valleyfield  road  kenilworth , epping  forest ,7211.0,tas, 03  4931  5335 ,parris.darryl@gmail.com,diploma,engineering-worker,9999.0, 2813  4225  2831  1979 ,43.0,2018-08-24t09:01+00:00,rec-93302,darryl,marion,parris,f,59.0,4/2/1956, 7172  95990  1  2 , 830  valleyfield  road  kenilworth , epping  forest ,7211.0,tas, 03  4931  5335 ,,married-de-facto,185.0,99.0,28.926223520818112,69.0,242.0,0.0,fall,2015-08-25t21:04+00:00
R07201747,a120107774,allison,greene,alston,f,62.0,24/10/1958, 920  maidens  brush  road  henry  kendall  vlge ,wyoming,2250.0,nsw, 02  6362  7383 ,allison28@aol.com,advance-diploma,health-professional,9999.0, 8780  0444  1904  3131 ,41.0,2018-02-09t10:07+00:00,rec-15549,allison,greene,alston,f,60.0,24/10/1958, 3616  22454  2  1 , 920  maidens  brush  road  henry  kendall  vlge ,wyoming,,nsw, 02  6362  7383 ,,married,192.0,78.0,21.158854166666668,77.0,144.0,0.0,paracentral-disc-protrusion-l4-l5right-and-l5-s1-central,2018-06-14t07:27+00:00
R50605690,h166595000,leroy,franklin,keller,m,18.0,29/3/2002, 18  addis  street  lamington  medical  centre ,kalgoorlie,6430.0,wa, 08  3340  3251 ,leroy23@hotmail.com,senior-secondary-school,casual-worker,0.0, 0566  3112  8570  2536 ,1.0,2020-07-04t23:42+00:00,rec-47391,leroy,franklin,keller,m,13.0,29/3/2002, 8548  54722  2  2 , 159  bullcreek  drive  air  force  memorial  est , bull  creek ,6149.0,wa, 08  3340  3251 ,leroy23@hotmail.com,,163.0,99.0,37.26147013436712,75.0,184.0,0.0,dizzyness,2015-07-08t12:40+00:00
R22778794,b127479728,tracy,james,ijames,f,72.0,5/5/1948, 258  spring  street  yukana  retirement  village ,toowoomba,4350.0,qld, 07  2521  6851 ,bhknefslmo@gmail.com,senior-secondary-school,other-clerical-worker,33823.0, 8654  0428  5366  8598 ,53.0,2020-05-26t05:39+00:00,rec-81185,tracy,james,ijames,f,67.0,5/5/1948, 8497  27593  1  2 , 12  homedale  crescent  villa  9 , connells  point ,2221.0,nsw, 02  5493  6558 ,bhknefslmo@gmail.com,not-married,194.0,113.0,30.024444680624935,75.0,274.0,0.0,chest-pain,2015-11-11t15:45+00:00
R94035056,i109556403,charlene,b,collins,f,9.0,18/12/2011, 161  strickland  crescent  canberra  speclst  centre ,deakin,2600.0,act, 02  5601  2076 ,,primary-school,,,,0.0,2020-06-27t06:14+00:00,rec-46494,charlene,b,collins,f,9.0,18/12/2011, 4703  68780  2  2 , 161  strickland  crescent  canberra  speclst  centre ,deakin,,act, 02  5601  2076 ,pthjhnleeb@yahoo.com,,141.0,40.0,20.119712288114282,78.0,181.0,0.0,abdominal-discomfort,2020-01-04t18:34+00:00
R12046935,h132649150,lachrysal,hope,smith,f,54.0,12/4/1966, 7  bias  avenue  nareen  gardns , bateau  bay ,2261.0,nsw, 02  7218  5557 ,,graduate-certificate,general-manager,199204.0, 7063  0468  3396  4186 ,35.0,2020-06-03t12:09+00:00,rec-8325,lachrysal,hope,smith,f,54.0,12/4/1966, 6472  21626  1  1 , 7  bias  avenue  nareen  gardns , bateau  bay ,2261.0,nsw,,smith.lachrysal@yahoo.com,married,175.0,89.0,29.06122448979592,74.0,230.0,0.0,drowsiness,2020-07-24t08:35+00:00
R44026914,g149604142,mary,,mcclinton,f,35.0,26/1/1985, 9  forbes  road  whyteagle ,eugowra,2806.0,nsw, 02  8833  6936 ,mcclinton.mary@mail.com,senior-secondary-school,other-clerical-worker,, 1395  3295  9165  0489 ,13.0,2017-02-07t06:37+00:00,rec-61817,mary,waddell,mcclinton,f,30.0,26/1/1985, 5090  15502  2  2 , 9  forbes  road  whyteagle ,eugowra,2806.0,nsw,,mcclinton.mary@mail.com,married,189.0,78.0,21.83589485176787,80.0,119.0,0.0,musculoskeletal-pain,2015-11-26t16:44+00:00
R47453110,d103114475,rebecca,lyn,elam,f,41.0,19/3/1977, 157  marconi  street  villa  17  henry  kendall  bayside , bonnells  bay ,2264.0,nsw, 02  8818  4708 ,rebecca3@mail.com,diploma,ict-technician,109022.0, 6352  2294  3063  6272 ,24.0,2018-10-15T06:26+00:00,,,,,,,,,,,,,,,,,,,,,,,
R88831479,b184138897,loren,allen,cannon,f,11.0,8/12/2009, 2  the  boulevarde  green  hills  retrmnt  vlge , green  hills ,2323.0,nsw, 02  0746  6990 ,loren.cannon@yahoo.com,primary-school,,0.0,,0.0,2020-04-15t01:21+00:00,rec-88088,loren,allen,cannon,m,4.0,8/12/2009, 4261  97553  2  3 , 14  castlereagh  street  summit  cottage ,penrith,,nsw,,loren.cannon.yahoo.com,,108.0,26.0,22.290809327846365,73.0,238.0,0.0,headache,2015-03-16t05:08+00:00
R06637310,i160363170,peter,paul,lane,m,73.0,25/4/1946, 47  Second  Avenue ,Cheltenham,5014.0,SA, 08  0652  8834 ,,bachelor-degree,art-media-professional,135200.0, 3240  7893  3724  5867 ,55.0,2019-03-07T05:02+00:00,,,,,,,,,,,,,,,,,,,,,,,
R27716119,c191117672,steven,scott,harris,f,48.0,21/1/1972, 58  milstead  street  echo  park , port  macdonnell ,5291.0,sa, 08  6997  6049 ,harris67@hotmail.com,senior-secondary-school,clerks,9999.0, 5923  4491  6387  4201 ,29.0,2020-05-10t10:25+00:00,rec-97154,steven,,harris,f,43.0,21/1/1972, 6297  39848  2  1 , 6  burke  street  streaky  bay  health  centre , streaky  bay ,5680.0,sa,,harris67@hotmail.com,separated,173.0,55.0,18.376825152861773,82.0,175.0,0.0,fungal-infection,2015-05-10t22:18+00:00
R13298414,e184421139,david,mckenzie,kennedy,f,38.0,10/7/1982, 31  gidgee  road  whylandra  est ,rawsonville,2830.0,nsw, 02  0425  1941 ,david24@gmail.com,bachelor-degree,ict-technician,140701.0, 1506  2628  5484  9491 ,19.0,2020-06-02t12:58+00:00,rec-85715,david,mckenzie,kennedy,f,32.0,10/7/1982, 1652  27107  2  2 , 31  gidgee  road  whylandra  est ,rawsonville,2830.0,nsw,,david24@gmail.com,married-de-facto,191.0,137.0,37.55379512623009,73.0,267.0,0.0,ankle-swelling,2014-04-22t15:44+00:00
R81932144,e184421139,david,mckenzie,kennedy,f,38.0,10/7/1982, 49  Bradshaw  Terrace ,Nakara,810.0,NT, 08  8943  3578 ,david24@gmail.com,bachelor-degree,ict-technician,9999.0, 1506  2628  5484  9491 ,19.0,2020-06-18T19:13+00:00,rec-85715,david,mckenzie,kennedy,f,32.0,10/7/1982, 1652  27107  2  2 , 31  gidgee  road  whylandra  est ,rawsonville,2830.0,nsw,,david24@gmail.com,married-de-facto,191.0,137.0,37.55379512623009,73.0,267.0,0.0,ankle-swelling,2014-04-22t15:44+00:00
R46724712,h141647272,derek,carrigan,miller,m,65.0,30/8/1955, 33  cohen  court  rutherglen  vlge ,hadspen,7290.0,tas, 03  2917  5356 ,derek44@yahoo.com,advance-diploma,ict-professional,9999.0, 0957  9557  0838  0616 ,46.0,2020-06-16t18:35+00:00,rec-20120,derek,carrigan,miller,m,60.0,30/8/1955, 9801  50408  2  1 , 26  mitchell  street  mallam  chambers ,darwin,800.0,nt, 08  9572  2159 ,derek44@yahoo.com,married-de-facto,199.0,57.0,14.393575919800005,79.0,195.0,0.0,blurred-vision,2015-10-14t18:48+00:00
R48204481,c184442018,harold,mitchell,bewan,f,50.0,5/6/1970, 1199  ross  river  road  upper  ross  medical  centre ,rasmussen,4815.0,qld, 07  1075  0653 ,harold.bewan@mail.com.au,masters-degree,art-media-professional,146671.0, 1846  0008  7362  9576 ,30.0,2019-08-19t22:17+00:00,rec-85566,harold,mitchell,bewan,f,46.0,5/6/1970, 3064  84459  2  1 , 1199  ross  river  road  upper  ross  medical  centre ,rasmussen,4815.0,qld,,harold.bewan.mail.com.au,not-married,193.0,76.0,20.403232301538296,77.0,129.0,0.0,rash,2016-09-26t14:04+00:00
R78728335,b177532388,chad,howard,oxendine,m,56.0,28/3/1963, 27  Arrawarra  Road ,Arrawarra,2456.0,NSW, 02  0206  5293 ,oxendine.chad@yahoo.com,diploma,ict-technician,9999.0, 2167  0564  1639  2643 ,38.0,2019-11-20T03:52+00:00,,,,,,,,,,,,,,,,,,,,,,,
R38040665,h166304580,william,barrios,stone,f,22.0,23/7/1998, 91  woodward  street  the  hermitage ,orange,2800.0,nsw, 02  2162  3235 ,william42@gmail.com,bachelor-degree,other-technician,146727.0, 0472  2354  2433  3661 ,3.0,2020-01-22t23:55+00:00,rec-73068,william,barrios,stone,f,19.0,23/7/1998, 9853  23613  2  3 , 91  woodward  street  the  hermitage ,orange,2800.0,nsw,,william42@gmail.com,married,183.0,130.0,38.81871659350831,72.0,184.0,0.0,headache,2017-10-22t16:45+00:00
R73781867,a186781377,john,harry,king,f,76.0,11/3/1943, 1  Waygara  Street ,Doveton,3177.0,VIC, 03  9500  7987 ,king.john@aol.com,certificate-i,re-tired,0.0, 6540  9681  5439  6714 ,45.0,2019-06-15T03:16+00:00,,,,,,,,,,,,,,,,,,,,,,,
R19572889,b118599728,maceo,glen,lane,f,23.0,28/6/1994, 100  Towers  Street ,Ascot,4007.0,QLD, 07  4135  1403 ,maceo58@mail.com.au,certificate-iv,ict-technician,111048.0, 8606  3690  1430  8545 ,3.0,2013-06-04T03:11+00:00,rec-98165,maceo,glen,loman,f,21.0,28/6/1994, 1162  40295  1  3 , 266  piggabeen  road  cobaki  broadwater  village , tweed  heads  south ,2486.0,nsw, 02  7810  5171 ,maceo58@mail.com.au,married,176.0,62.0,20.015495867768596,78.0,156.0,0.0,urinary-incontinence,2015-08-22t23:56+00:00
R89571829,b118599728,maceo,glen,loman,f,26.0,28/6/1994, 266  piggabeen  road  cobaki  broadwater  village , tweed  heads  south ,2486.0,nsw, 02  7810  5171 ,,certificate-iv,ict-technician,111048.0, 8606  3690  1430  8545 ,3.0,2016-08-12t09:58+00:00,rec-98165,maceo,glen,loman,f,21.0,28/6/1994, 1162  40295  1  3 , 266  piggabeen  road  cobaki  broadwater  village , tweed  heads  south ,2486.0,nsw, 02  7810  5171 ,maceo58@mail.com.au,married,176.0,62.0,20.015495867768596,78.0,156.0,0.0,urinary-incontinence,2015-08-22t23:56+00:00
R02414395,b144531902,beverly,rahiman,still,f,51.0,28/7/1969, 993  centre  road  alliam  park ,moama,2731.0,nsw, 02  7771  9070 ,pmncafqpas@yahoo.com,certificate-ii,other-worker,95215.0, 3211  7312  1966  1480 ,27.0,2015-01-10t11:13+00:00,rec-1167,beverly,rahiman,still,f,45.0,28/7/1969, 3374  96495  2  1 , 993  centre  road  alliam  park ,moama,2731.0,nsw, 02  7771  9070 ,pmncafqpas@yahoo.com,married,165.0,96.0,35.26170798898072,74.0,208.0,0.0,coughing,2014-02-22t23:46+00:00
R07784647,f147640877,zachary,reynold,tippett,m,28.0,1/3/1992, 3  butson  street  yackatoon  retirement  village ,yackandandah,3749.0,vic, 03  4312  8477 ,febrqrckbg@mail.com,doctoral-degree,health-professional,143474.0, 4323  3652  9352  0010 ,7.0,2018-10-02t13:13+00:00,rec-63724,zachary,reynold,tippett,m,25.0,1/3/1992, 6717  52039  1  2 , 3  butson  street  yackatoon  retirement  village ,yackandandah,3749.0,vic, 03  4312  8477 ,febrqrckbg@mail.com,married-de-facto,168.0,75.0,26.573129251700685,75.0,211.0,0.0,sleep-apnea,2017-04-21t09:45+00:00
R74065337,d107653473,hugo,carlos,sessoms,f,26.0,8/6/1994, 7  isabella  grove  flt  4 ,hawthorn,3122.0,vic, 03  6964  6323 ,sessoms8@mail.com.au,secondary-school,un-employed,9999.0, 6750  1457  0338  0586 ,4.0,2017-05-08t23:41+00:00,rec-99555,hugo,carlos,sessoms,f,22.0,8/6/1994, 6918  81844  1  2 , 7  isabella  grove  flt  4 ,hawthorn,,vic, 03  6964  6323 ,,married,165.0,127.0,46.64830119375574,80.0,220.0,0.0,hypertension,2016-01-11t04:30+00:00
R49316049,b141099634,delane,allen,branch,f,66.0,12/12/1953, 83  collins  street  flt  8 ,thornbury,3071.0,vic,,branch58@mail.com,diploma,construction-worker,56878.0, 9255  7943  1948  1730 ,48.0,2019-10-27T10:39+00:00,,,,,,,,,,,,,,,,,,,,,,,
R23836641,a133184662,john,k,cox,f,63.0,20/1/1957, 73  Langford  Drive ,Kariong,2250.0,NSW, 02  0127  7442 ,,certificate-i,clerical-worker,, 2582  8368  9041  4430 ,38.0,2014-05-16T11:34+00:00,,,,,,,,,,,,,,,,,,,,,,,
R98824652,f162459882,anita,reina,maclean,f,26.0,27/7/1991, 44  Leonie  Street , Deception  Bay ,4508.0,QLD, 07  5008  9666 ,maclean.anita@aol.com,secondary-school,casual-worker,5653.0, 2024  8307  4766  7366 ,10.0,2017-02-01T10:46+00:00,,,,,,,,,,,,,,,,,,,,,,,
R47694846,g148474669,walter,eric,dibona,m,50.0,6/6/1970, 790  yan  yean  road  cara  hill ,doreen,3754.0,vic, 03  3826  3192 ,jbaltnrhct@gmail.com,certificate-iv,other-technician,79664.0, 8865  4673  4427  9041 ,30.0,2019-08-17t22:24+00:00,rec-37510,walter,eric,dibona,m,45.0,6/6/1970, 7159  42825  2  2 , 187  the  boulevard  flt  2 ,ivanhoe,,vic,,,separated,170.0,105.0,36.33217993079585,70.0,125.0,0.0,sinus-infection,2015-10-04t17:36+00:00
R08009016,g110860090,todd,alan,treadaway,m,53.0,6/10/1967, 466  burwood  highway  knox  retirement  village , wantirna  south ,3152.0,vic, 03  0443  1561 ,fmghsgqhsf@mail.com.au,senior-secondary-school,machinary-driver,9999.0, 9239  6942  2963  2532 ,34.0,2020-01-18t20:53+00:00,,,,,,,,,,,,,,,,,,,,,,,
R97330391,h179393301,patricia,luvine,lawrence,f,19.0,21/11/2001, 32  evans  road  st  hellens , rooty  hill ,2766.0,nsw, 02  2574  7240 ,,certificate-iv,ict-technician,9999.0, 9665  9815  5625  6584 ,0.0,2020-07-13t21:02+00:00,rec-32070,patricia,luvine,lawrence,f,16.0,21/11/2001, 4945  27572  2  3 , 32  evans  road  st  hellens , rooty  hill ,2766.0,nsw, 02  2574  7240 ,lawrence74@hotmail.com,divorced,174.0,82.0,27.08415906989034,66.0,197.0,0.0,dry-mouth,2017-01-17t14:16+00:00
R23555209,a152325905,jeisson,m,foster,f,38.0,6/12/1982, 175  strickland  crescent  john  james  medical  centre ,deakin,2600.0,act, 02  3661  8462 ,foster.jeisson@yahoo.com,certificate-ii,carer,44281.0, 8132  3153  0002  3834 ,19.0,2020-03-03t04:53+00:00,rec-71442,jeisson,m,foster,f,34.0,6/12/1982, 4481  42441  2  2 , 80  myers  street  st  john  of  god  hospital ,geelong,3220.0,vic, 03  0587  3174 ,,married,183.0,91.0,27.173101615455817,79.0,192.0,0.0,diarrhea,2016-02-20t04:23+00:00
R76760170,b176717600,william,lee,seawell,f,69.0,12/8/1951, 66  windsor  drive  algtor  ck  street ,timberlands,4740.0,qld, 07  8124  7596 ,,senior-secondary-school,other-labourer,12123.0, 0800  4848  6175  4324 ,50.0,2020-04-12t10:03+00:00,rec-87928,william,,seawell,f,65.0,12/8/1951, 3966  15626  2  2 , 600  bruce  highway  calanna  medical  centre ,woree,4868.0,qld, 07  8124  7596 ,pkgnindgrb@gmail.com,married,168.0,99.0,35.0765306122449,78.0,169.0,0.0,impaired-hearing,2016-05-20t18:47+00:00
R43261844,c138444261,charles,henry,watkins,m,61.0,13/2/1959, 973  gold  coast  highway  royal  palm , palm  beach ,4221.0,qld, 07  7411  3433 ,watkins.charles@mail.com.au,graduate-diploma,chief-executive,166440.0, 1321  1336  4954  2397 ,41.0,2019-04-10t09:41+00:00,rec-14957,charles,henry,watkins,m,57.0,13/2/1959, 6400  25247  1  1 , 973  gold  coast  highway  royal  palm , palm  beach ,4221.0,qld,,watkins.charles@mail.com.au,married,196.0,56.0,14.57725947521866,77.0,173.0,0.0,fall,2016-05-08t17:38+00:00
R15519485,e155891415,pamela,charlene,gardner,f,20.0,2/12/2000, 35  perth  avenue  east ,lindfield,2070.0,nsw, 02  2589  9598 ,pamela.gardner@mail.com.au,certificate-iv,construction-worker,78081.0, 5923  9590  6727  7705 ,1.0,2020-05-21t14:52+00:00,rec-54103,pamela,charlene,gardner,f,17.0,2/12/2000, 8859  97905  2  2 , 35  perth  avenue  east ,lindfield,2070.0,nsw,,pamela.gardner.mail.com.au,divorced,178.0,74.0,23.355636914530994,73.0,198.0,1.0,lateral-left-foot-pain,2017-02-16t07:34+00:00
R53940839,c148339095,susie,roe,taylor,f,36.0,12/6/1984, 5  waveney  street  ainslie  house , launceston  south ,7249.0,tas, 03  7848  0646 ,sbdammteha@mail.com,advance-diploma,art-media-professional,, 8381  6900  3024  1472 ,14.0,2017-09-09t12:12+00:00,rec-61596,susie,roe,taylor,f,33.0,12/6/1984, 2697  83174  1  2 , 5  waveney  street  ainslie  house , launceston  south ,7249.0,tas, 03  7848  0646 ,sbdammteha@mail.com,not-married,169.0,99.0,34.6626518679318,78.0,273.0,0.0,insomnia,2017-01-23t18:50+00:00
R40464984,d146484049,gail,m,mason,f,26.0,17/10/1994, 4  waverley  garden  sc  cnr  road ,mulgrave,3170.0,vic, 03  7127  3557 ,mrejrcjchg@mail.com.au,certificate-i,personal-services-worker,9999.0, 7127  2385  5035  6162 ,7.0,2020-03-10t02:23+00:00,rec-22630,gail,m,mason,f,25.0,17/10/1994, 6526  57966  2  2 , 4  waverley  garden  sc  cnr  road ,mulgrave,3170.0,vic,,mrejrcjchg@mail.com.au,married,198.0,99.0,25.252525252525253,71.0,176.0,0.0,hip-pain,2019-02-09t22:45+00:00
R96717500,f171507096,sanford,wayne,mace,f,17.0,9/10/1999, 6  Coolgardie  Street ,Corrimal,2518.0,NSW, 02  8571  7303 ,,certificate-iv,other-worker,81299.0, 9805  8485  8618  5000 ,2.0,2016-06-05T23:58+00:00,rec-85668,sanford,wayne,mace,f,20.0,9/10/1999, 7019  83093  1  3 , 514  tall  timbers  road  macquarie  shores  van  park , lake  munmorah ,,nsw, 02  9781  5782 ,mfbsimdibe@gmail.com,not-married,199.0,83.0,20.959066690235094,78.0,105.0,0.0,constipation,2019-12-14t05:44+00:00
R79057106,f171507096,sanford,wayne,mace,f,21.0,9/10/1999, 514  tall  timbers  road  macquarie  shores  van  park , lake  munmorah ,2259.0,nsw, 02  9781  5782 ,mfbsimdibe@gmail.com,certificate-iv,other-worker,81299.0, 9805  8485  8618  5000 ,2.0,2020-06-08t06:34+00:00,rec-85668,sanford,wayne,mace,f,20.0,9/10/1999, 7019  83093  1  3 , 514  tall  timbers  road  macquarie  shores  van  park , lake  munmorah ,,nsw, 02  9781  5782 ,mfbsimdibe@gmail.com,not-married,199.0,83.0,20.959066690235094,78.0,105.0,0.0,constipation,2019-12-14t05:44+00:00
R47285302,f127852034,ben,deangelo,merritt,m,6.0,31/10/2014, 117  vasey  crescent  villa  8 ,campbell,2612.0,act,,kthogtosdq@yahoo.com,primary-school,,,,0.0,2020-03-20t17:05+00:00,rec-8466,ben,deangelo,merritt,m,6.0,31/10/2014, 8337  74815  2  2 , 117  vasey  crescent  villa  8 ,campbell,2612.0,act,,kthogtosdq@yahoo.com,,115.0,20.0,15.12287334593573,73.0,194.0,0.0,hypertension,2020-03-05t13:01+00:00
R20106004,f101040206,maria,julia,jones,f,80.0,17/5/1940, 53  bias  avenue  nareen  garden , bateau  bay ,2261.0,nsw, 02  9180  5483 ,maria.jones@yahoo.com,certificate-iii,re-tired,0.0, 4480  4041  8074  1927 ,45.0,2016-09-24t20:07+00:00,rec-66458,maria,julia,jones,f,77.0,17/5/1940, 3266  52680  2  2 , 53  bias  avenue  nareen  garden , bateau  bay ,2261.0,nsw, 02  9180  5483 ,,married-de-facto,166.0,101.0,36.65263463492524,75.0,110.0,0.0,placement-of-cardiac-pacemaker,2017-09-16t15:46+00:00
